job_id,time_submitted,status,walltime,competition_sd,immigration_rate,replicate,f,daisie_version,ddmodel,params_i,runtime,nb_clades,nb_cpus
24562220,NA,COMPLETED,NA,0.369,1e-4,87,1,CS,11,1,00:12:59,NA,1
24562221,NA,COMPLETED,NA,0.369,1e-4,88,1,CS,11,1,00:14:05,NA,1
24562222,NA,COMPLETED,NA,0.369,1e-4,89,1,CS,11,1,00:14:07,NA,1
24562223,NA,COMPLETED,NA,0.369,1e-4,90,1,CS,11,1,00:17:22,NA,1
24562224,NA,COMPLETED,NA,0.369,1e-4,91,1,CS,11,1,00:12:04,NA,1
24562225,NA,COMPLETED,NA,0.369,1e-4,92,1,CS,11,1,00:14:08,NA,1
24562226,NA,COMPLETED,NA,0.369,1e-4,93,1,CS,11,1,00:11:31,NA,1
24562227,NA,COMPLETED,NA,0.369,1e-4,94,1,CS,11,1,00:09:45,NA,1
24562228,NA,COMPLETED,NA,0.369,1e-4,95,1,CS,11,1,00:20:36,NA,1
24562229,NA,COMPLETED,NA,0.369,1e-4,96,1,CS,11,1,00:09:13,NA,1
24562233,NA,COMPLETED,NA,0.369,1e-4,100,1,CS,11,1,00:13:56,NA,1
24562231,NA,COMPLETED,NA,0.369,1e-4,98,1,CS,11,1,00:16:11,NA,1
24562232,NA,COMPLETED,NA,0.369,1e-4,99,1,CS,11,1,00:13:44,NA,1
24562230,NA,COMPLETED,NA,0.369,1e-4,97,1,CS,11,1,00:00:08,NA,1
24562333,NA,COMPLETED,NA,0.091,1e-4,2,1,CS,11,1,01:08:05,NA,1
24562334,NA,COMPLETED,NA,0.091,1e-4,3,1,CS,11,1,00:52:42,NA,1
24562335,NA,COMPLETED,NA,0.091,1e-4,4,1,CS,11,1,00:46:30,NA,1
24562336,NA,COMPLETED,NA,0.091,1e-4,5,1,CS,11,1,01:16:24,NA,1
24562337,NA,COMPLETED,NA,0.091,1e-4,6,1,CS,11,1,01:49:30,NA,1
24562338,NA,COMPLETED,NA,0.091,1e-4,7,1,CS,11,1,00:48:55,NA,1
24562339,NA,COMPLETED,NA,0.091,1e-4,8,1,CS,11,1,00:53:38,NA,1
24562340,NA,COMPLETED,NA,0.091,1e-4,9,1,CS,11,1,01:50:50,NA,1
24562341,NA,COMPLETED,NA,0.091,1e-4,10,1,CS,11,1,01:17:23,NA,1
24562342,NA,COMPLETED,NA,0.091,1e-4,11,1,CS,11,1,00:45:30,NA,1
24562343,NA,COMPLETED,NA,0.091,1e-4,12,1,CS,11,1,01:10:29,NA,1
24562345,NA,COMPLETED,NA,0.091,1e-4,14,1,CS,11,1,02:07:05,NA,1
24562344,NA,COMPLETED,NA,0.091,1e-4,13,1,CS,11,1,00:44:44,NA,1
24562348,NA,COMPLETED,NA,0.091,1e-4,17,1,CS,11,1,00:50:57,NA,1
24562346,NA,COMPLETED,NA,0.091,1e-4,15,1,CS,11,1,01:03:27,NA,1
24562347,NA,COMPLETED,NA,0.091,1e-4,16,1,CS,11,1,00:59:52,NA,1
24562350,NA,COMPLETED,NA,0.091,1e-4,19,1,CS,11,1,00:45:11,NA,1
24562351,NA,COMPLETED,NA,0.091,1e-4,20,1,CS,11,1,00:31:25,NA,1
24562349,NA,COMPLETED,NA,0.091,1e-4,18,1,CS,11,1,01:19:01,NA,1
24562353,NA,COMPLETED,NA,0.091,1e-4,22,1,CS,11,1,00:46:46,NA,1
24562352,NA,COMPLETED,NA,0.091,1e-4,21,1,CS,11,1,00:53:16,NA,1
24562354,NA,COMPLETED,NA,0.091,1e-4,23,1,CS,11,1,00:52:32,NA,1
24562355,NA,COMPLETED,NA,0.091,1e-4,24,1,CS,11,1,00:26:58,NA,1
24562356,NA,COMPLETED,NA,0.091,1e-4,25,1,CS,11,1,00:54:45,NA,1
24562357,NA,COMPLETED,NA,0.091,1e-4,26,1,CS,11,1,00:52:59,NA,1
24562360,NA,COMPLETED,NA,0.091,1e-4,29,1,CS,11,1,00:53:29,NA,1
24562358,NA,COMPLETED,NA,0.091,1e-4,27,1,CS,11,1,00:54:41,NA,1
24562361,NA,COMPLETED,NA,0.091,1e-4,30,1,CS,11,1,00:43:32,NA,1
24562359,NA,COMPLETED,NA,0.091,1e-4,28,1,CS,11,1,00:37:05,NA,1
24562367,NA,COMPLETED,NA,0.091,1e-4,36,1,CS,11,1,00:54:59,NA,1
24562366,NA,COMPLETED,NA,0.091,1e-4,35,1,CS,11,1,00:47:06,NA,1
24562363,NA,COMPLETED,NA,0.091,1e-4,32,1,CS,11,1,00:50:56,NA,1
24562362,NA,COMPLETED,NA,0.091,1e-4,31,1,CS,11,1,00:45:24,NA,1
24562365,NA,COMPLETED,NA,0.091,1e-4,34,1,CS,11,1,01:15:04,NA,1
24562364,NA,COMPLETED,NA,0.091,1e-4,33,1,CS,11,1,00:50:05,NA,1
24562368,NA,COMPLETED,NA,0.091,1e-4,37,1,CS,11,1,00:59:38,NA,1
24562373,NA,COMPLETED,NA,0.091,1e-4,42,1,CS,11,1,00:44:24,NA,1
24562371,NA,COMPLETED,NA,0.091,1e-4,40,1,CS,11,1,00:35:40,NA,1
24562369,NA,COMPLETED,NA,0.091,1e-4,38,1,CS,11,1,01:05:33,NA,1
24562372,NA,COMPLETED,NA,0.091,1e-4,41,1,CS,11,1,00:46:28,NA,1
24562370,NA,COMPLETED,NA,0.091,1e-4,39,1,CS,11,1,00:59:21,NA,1
24562374,NA,COMPLETED,NA,0.091,1e-4,43,1,CS,11,1,00:51:59,NA,1
24562377,NA,COMPLETED,NA,0.091,1e-4,46,1,CS,11,1,01:28:33,NA,1
24562375,NA,COMPLETED,NA,0.091,1e-4,44,1,CS,11,1,00:51:34,NA,1
24562376,NA,COMPLETED,NA,0.091,1e-4,45,1,CS,11,1,00:44:40,NA,1
24562378,NA,COMPLETED,NA,0.091,1e-4,47,1,CS,11,1,00:55:22,NA,1
24562385,NA,COMPLETED,NA,0.091,1e-4,54,1,CS,11,1,00:53:10,NA,1
24562379,NA,COMPLETED,NA,0.091,1e-4,48,1,CS,11,1,00:47:10,NA,1
24562380,NA,COMPLETED,NA,0.091,1e-4,49,1,CS,11,1,00:50:23,NA,1
24562388,NA,COMPLETED,NA,0.091,1e-4,57,1,CS,11,1,00:45:12,NA,1
24562389,NA,COMPLETED,NA,0.091,1e-4,58,1,CS,11,1,00:59:25,NA,1
24562387,NA,COMPLETED,NA,0.091,1e-4,56,1,CS,11,1,01:19:11,NA,1
24562386,NA,COMPLETED,NA,0.091,1e-4,55,1,CS,11,1,00:53:41,NA,1
24562382,NA,COMPLETED,NA,0.091,1e-4,51,1,CS,11,1,00:57:17,NA,1
24562383,NA,COMPLETED,NA,0.091,1e-4,52,1,CS,11,1,00:47:49,NA,1
24562381,NA,COMPLETED,NA,0.091,1e-4,50,1,CS,11,1,00:29:46,NA,1
24562384,NA,COMPLETED,NA,0.091,1e-4,53,1,CS,11,1,00:39:13,NA,1
24562390,NA,COMPLETED,NA,0.091,1e-4,59,1,CS,11,1,00:39:52,NA,1
24562391,NA,COMPLETED,NA,0.091,1e-4,60,1,CS,11,1,00:36:52,NA,1
24562392,NA,COMPLETED,NA,0.091,1e-4,61,1,CS,11,1,01:04:18,NA,1
24562393,NA,COMPLETED,NA,0.091,1e-4,62,1,CS,11,1,00:40:08,NA,1
24562394,NA,COMPLETED,NA,0.091,1e-4,63,1,CS,11,1,00:00:07,NA,1
24562395,NA,COMPLETED,NA,0.091,1e-4,64,1,CS,11,1,01:00:14,NA,1
24562396,NA,COMPLETED,NA,0.091,1e-4,65,1,CS,11,1,00:50:08,NA,1
24562397,NA,COMPLETED,NA,0.091,1e-4,66,1,CS,11,1,00:35:41,NA,1
24562398,NA,COMPLETED,NA,0.091,1e-4,67,1,CS,11,1,00:56:42,NA,1
24562399,NA,COMPLETED,NA,0.091,1e-4,68,1,CS,11,1,00:45:38,NA,1
24562405,NA,COMPLETED,NA,0.091,1e-4,74,1,CS,11,1,00:58:42,NA,1
24562407,NA,COMPLETED,NA,0.091,1e-4,76,1,CS,11,1,01:27:28,NA,1
24562406,NA,COMPLETED,NA,0.091,1e-4,75,1,CS,11,1,01:25:45,NA,1
24562403,NA,COMPLETED,NA,0.091,1e-4,72,1,CS,11,1,00:47:17,NA,1
24562404,NA,COMPLETED,NA,0.091,1e-4,73,1,CS,11,1,00:46:39,NA,1
24562400,NA,COMPLETED,NA,0.091,1e-4,69,1,CS,11,1,00:49:20,NA,1
24562401,NA,COMPLETED,NA,0.091,1e-4,70,1,CS,11,1,01:05:56,NA,1
24562402,NA,COMPLETED,NA,0.091,1e-4,71,1,CS,11,1,01:05:41,NA,1
24562408,NA,COMPLETED,NA,0.091,1e-4,77,1,CS,11,1,01:04:26,NA,1
24562409,NA,COMPLETED,NA,0.091,1e-4,78,1,CS,11,1,00:57:23,NA,1
24562410,NA,COMPLETED,NA,0.091,1e-4,79,1,CS,11,1,00:33:32,NA,1
24562414,NA,COMPLETED,NA,0.091,1e-4,83,1,CS,11,1,00:42:31,NA,1
24562413,NA,COMPLETED,NA,0.091,1e-4,82,1,CS,11,1,00:51:50,NA,1
24562411,NA,COMPLETED,NA,0.091,1e-4,80,1,CS,11,1,01:04:19,NA,1
24562412,NA,COMPLETED,NA,0.091,1e-4,81,1,CS,11,1,00:56:04,NA,1
24562420,NA,COMPLETED,NA,0.091,1e-4,89,1,CS,11,1,00:49:13,NA,1
24562419,NA,COMPLETED,NA,0.091,1e-4,88,1,CS,11,1,00:47:43,NA,1
24562415,NA,COMPLETED,NA,0.091,1e-4,84,1,CS,11,1,00:46:52,NA,1
24562416,NA,COMPLETED,NA,0.091,1e-4,85,1,CS,11,1,01:02:16,NA,1
24562418,NA,COMPLETED,NA,0.091,1e-4,87,1,CS,11,1,00:18:23,NA,1
24562417,NA,COMPLETED,NA,0.091,1e-4,86,1,CS,11,1,00:57:26,NA,1
24562421,NA,COMPLETED,NA,0.091,1e-4,90,1,CS,11,1,00:48:31,NA,1
24562422,NA,COMPLETED,NA,0.091,1e-4,91,1,CS,11,1,01:35:32,NA,1
24562425,NA,COMPLETED,NA,0.091,1e-4,94,1,CS,11,1,00:41:25,NA,1
24562423,NA,COMPLETED,NA,0.091,1e-4,92,1,CS,11,1,00:59:31,NA,1
24562424,NA,COMPLETED,NA,0.091,1e-4,93,1,CS,11,1,01:18:08,NA,1
24562426,NA,COMPLETED,NA,0.091,1e-4,95,1,CS,11,1,00:21:38,NA,1
24562427,NA,COMPLETED,NA,0.091,1e-4,96,1,CS,11,1,01:14:26,NA,1
24562428,NA,COMPLETED,NA,0.091,1e-4,97,1,CS,11,1,00:58:20,NA,1
24562430,NA,COMPLETED,NA,0.091,1e-4,99,1,CS,11,1,00:41:14,NA,1
24562429,NA,COMPLETED,NA,0.091,1e-4,98,1,CS,11,1,01:10:03,NA,1
24562431,NA,COMPLETED,NA,0.091,1e-4,100,1,CS,11,1,00:35:13,NA,1
24675460,NA,COMPLETED,NA,0.369,1e-4,1,0.5,IW,11,1,00:24:54,NA,4
24676196,NA,COMPLETED,NA,0.369,1e-4,1,0.5,CS,11,1,00:05:11,NA,1
24676202,NA,COMPLETED,NA,0.369,1e-4,7,0.5,CS,11,1,00:07:01,NA,1
24676199,NA,COMPLETED,NA,0.369,1e-4,4,0.5,CS,11,1,00:10:49,NA,1
24676201,NA,COMPLETED,NA,0.369,1e-4,6,0.5,CS,11,1,00:05:33,NA,1
24676197,NA,COMPLETED,NA,0.369,1e-4,2,0.5,CS,11,1,00:12:41,NA,1
24676200,NA,COMPLETED,NA,0.369,1e-4,5,0.5,CS,11,1,00:06:00,NA,1
24676198,NA,COMPLETED,NA,0.369,1e-4,3,0.5,CS,11,1,00:07:49,NA,1
24676232,NA,COMPLETED,NA,0.369,1e-4,37,0.5,CS,11,1,00:07:47,NA,1
24676229,NA,COMPLETED,NA,0.369,1e-4,34,0.5,CS,11,1,00:09:06,NA,1
24676231,NA,COMPLETED,NA,0.369,1e-4,36,0.5,CS,11,1,00:06:06,NA,1
24676230,NA,COMPLETED,NA,0.369,1e-4,35,0.5,CS,11,1,00:05:21,NA,1
24676213,NA,COMPLETED,NA,0.369,1e-4,18,0.5,CS,11,1,00:05:49,NA,1
24676214,NA,COMPLETED,NA,0.369,1e-4,19,0.5,CS,11,1,00:06:02,NA,1
24676205,NA,COMPLETED,NA,0.369,1e-4,10,0.5,CS,11,1,00:14:01,NA,1
24676206,NA,COMPLETED,NA,0.369,1e-4,11,0.5,CS,11,1,00:05:59,NA,1
24676203,NA,COMPLETED,NA,0.369,1e-4,8,0.5,CS,11,1,00:04:26,NA,1
24676204,NA,COMPLETED,NA,0.369,1e-4,9,0.5,CS,11,1,00:05:24,NA,1
24676211,NA,COMPLETED,NA,0.369,1e-4,16,0.5,CS,11,1,00:06:44,NA,1
24676208,NA,COMPLETED,NA,0.369,1e-4,13,0.5,CS,11,1,00:06:13,NA,1
24676212,NA,COMPLETED,NA,0.369,1e-4,17,0.5,CS,11,1,00:08:17,NA,1
24676210,NA,COMPLETED,NA,0.369,1e-4,15,0.5,CS,11,1,00:07:45,NA,1
24676207,NA,COMPLETED,NA,0.369,1e-4,12,0.5,CS,11,1,00:05:26,NA,1
24676209,NA,COMPLETED,NA,0.369,1e-4,14,0.5,CS,11,1,00:09:11,NA,1
24676228,NA,COMPLETED,NA,0.369,1e-4,33,0.5,CS,11,1,00:06:07,NA,1
24676215,NA,COMPLETED,NA,0.369,1e-4,20,0.5,CS,11,1,00:06:04,NA,1
24676216,NA,COMPLETED,NA,0.369,1e-4,21,0.5,CS,11,1,00:25:39,NA,1
24676219,NA,COMPLETED,NA,0.369,1e-4,24,0.5,CS,11,1,00:13:04,NA,1
24676217,NA,COMPLETED,NA,0.369,1e-4,22,0.5,CS,11,1,00:06:56,NA,1
24676218,NA,COMPLETED,NA,0.369,1e-4,23,0.5,CS,11,1,00:07:32,NA,1
24676224,NA,COMPLETED,NA,0.369,1e-4,29,0.5,CS,11,1,00:07:03,NA,1
24676226,NA,COMPLETED,NA,0.369,1e-4,31,0.5,CS,11,1,00:07:01,NA,1
24676222,NA,COMPLETED,NA,0.369,1e-4,27,0.5,CS,11,1,00:08:33,NA,1
24676220,NA,COMPLETED,NA,0.369,1e-4,25,0.5,CS,11,1,00:05:27,NA,1
24676221,NA,COMPLETED,NA,0.369,1e-4,26,0.5,CS,11,1,00:05:00,NA,1
24676227,NA,COMPLETED,NA,0.369,1e-4,32,0.5,CS,11,1,00:08:36,NA,1
24676223,NA,COMPLETED,NA,0.369,1e-4,28,0.5,CS,11,1,00:10:18,NA,1
24676225,NA,COMPLETED,NA,0.369,1e-4,30,0.5,CS,11,1,00:14:44,NA,1
24676233,NA,COMPLETED,NA,0.369,1e-4,38,0.5,CS,11,1,00:08:58,NA,1
24676234,NA,COMPLETED,NA,0.369,1e-4,39,0.5,CS,11,1,00:06:32,NA,1
24676236,NA,COMPLETED,NA,0.369,1e-4,41,0.5,CS,11,1,00:07:47,NA,1
24676235,NA,COMPLETED,NA,0.369,1e-4,40,0.5,CS,11,1,00:06:58,NA,1
24676237,NA,COMPLETED,NA,0.369,1e-4,42,0.5,CS,11,1,00:12:44,NA,1
24676246,NA,COMPLETED,NA,0.369,1e-4,51,0.5,CS,11,1,00:07:07,NA,1
24676249,NA,COMPLETED,NA,0.369,1e-4,54,0.5,CS,11,1,00:06:26,NA,1
24676250,NA,COMPLETED,NA,0.369,1e-4,55,0.5,CS,11,1,00:06:11,NA,1
24676251,NA,COMPLETED,NA,0.369,1e-4,56,0.5,CS,11,1,00:08:02,NA,1
24676248,NA,COMPLETED,NA,0.369,1e-4,53,0.5,CS,11,1,00:11:34,NA,1
24676239,NA,COMPLETED,NA,0.369,1e-4,44,0.5,CS,11,1,00:09:15,NA,1
24676238,NA,COMPLETED,NA,0.369,1e-4,43,0.5,CS,11,1,00:05:28,NA,1
24676240,NA,COMPLETED,NA,0.369,1e-4,45,0.5,CS,11,1,00:06:50,NA,1
24676242,NA,COMPLETED,NA,0.369,1e-4,47,0.5,CS,11,1,00:04:51,NA,1
24676243,NA,COMPLETED,NA,0.369,1e-4,48,0.5,CS,11,1,00:11:34,NA,1
24676247,NA,COMPLETED,NA,0.369,1e-4,52,0.5,CS,11,1,00:05:56,NA,1
24676245,NA,COMPLETED,NA,0.369,1e-4,50,0.5,CS,11,1,00:06:58,NA,1
24676241,NA,COMPLETED,NA,0.369,1e-4,46,0.5,CS,11,1,00:11:21,NA,1
24676244,NA,COMPLETED,NA,0.369,1e-4,49,0.5,CS,11,1,00:05:22,NA,1
24676282,NA,COMPLETED,NA,0.369,1e-4,87,0.5,CS,11,1,00:05:17,NA,1
24676278,NA,COMPLETED,NA,0.369,1e-4,83,0.5,CS,11,1,00:18:06,NA,1
24676280,NA,COMPLETED,NA,0.369,1e-4,85,0.5,CS,11,1,00:08:08,NA,1
24676262,NA,COMPLETED,NA,0.369,1e-4,67,0.5,CS,11,1,00:09:37,NA,1
24676277,NA,COMPLETED,NA,0.369,1e-4,82,0.5,CS,11,1,00:03:59,NA,1
24676279,NA,COMPLETED,NA,0.369,1e-4,84,0.5,CS,11,1,00:06:40,NA,1
24676281,NA,COMPLETED,NA,0.369,1e-4,86,0.5,CS,11,1,00:06:51,NA,1
24676273,NA,COMPLETED,NA,0.369,1e-4,78,0.5,CS,11,1,00:06:19,NA,1
24676271,NA,COMPLETED,NA,0.369,1e-4,76,0.5,CS,11,1,00:10:29,NA,1
24676276,NA,COMPLETED,NA,0.369,1e-4,81,0.5,CS,11,1,00:05:18,NA,1
24676264,NA,COMPLETED,NA,0.369,1e-4,69,0.5,CS,11,1,00:08:51,NA,1
24676260,NA,COMPLETED,NA,0.369,1e-4,65,0.5,CS,11,1,00:08:24,NA,1
24676275,NA,COMPLETED,NA,0.369,1e-4,80,0.5,CS,11,1,00:16:31,NA,1
24676266,NA,COMPLETED,NA,0.369,1e-4,71,0.5,CS,11,1,00:06:16,NA,1
24676258,NA,COMPLETED,NA,0.369,1e-4,63,0.5,CS,11,1,00:04:25,NA,1
24676263,NA,COMPLETED,NA,0.369,1e-4,68,0.5,CS,11,1,00:20:39,NA,1
24676265,NA,COMPLETED,NA,0.369,1e-4,70,0.5,CS,11,1,00:08:28,NA,1
24676259,NA,COMPLETED,NA,0.369,1e-4,64,0.5,CS,11,1,00:07:11,NA,1
24676253,NA,COMPLETED,NA,0.369,1e-4,58,0.5,CS,11,1,00:05:19,NA,1
24676261,NA,COMPLETED,NA,0.369,1e-4,66,0.5,CS,11,1,00:05:44,NA,1
24676269,NA,COMPLETED,NA,0.369,1e-4,74,0.5,CS,11,1,00:10:55,NA,1
24676274,NA,COMPLETED,NA,0.369,1e-4,79,0.5,CS,11,1,00:09:32,NA,1
24676267,NA,COMPLETED,NA,0.369,1e-4,72,0.5,CS,11,1,00:07:21,NA,1
24676255,NA,COMPLETED,NA,0.369,1e-4,60,0.5,CS,11,1,00:07:37,NA,1
24676254,NA,COMPLETED,NA,0.369,1e-4,59,0.5,CS,11,1,00:09:00,NA,1
24676256,NA,COMPLETED,NA,0.369,1e-4,61,0.5,CS,11,1,00:33:26,NA,1
24676252,NA,COMPLETED,NA,0.369,1e-4,57,0.5,CS,11,1,00:07:06,NA,1
24676257,NA,COMPLETED,NA,0.369,1e-4,62,0.5,CS,11,1,00:06:19,NA,1
24676270,NA,COMPLETED,NA,0.369,1e-4,75,0.5,CS,11,1,00:06:50,NA,1
24676268,NA,COMPLETED,NA,0.369,1e-4,73,0.5,CS,11,1,00:05:23,NA,1
24676272,NA,COMPLETED,NA,0.369,1e-4,77,0.5,CS,11,1,00:06:27,NA,1
24676289,NA,COMPLETED,NA,0.369,1e-4,94,0.5,CS,11,1,00:12:29,NA,1
24676309,NA,COMPLETED,NA,0.369,0.001,14,0.5,CS,11,1,00:06:44,NA,1
24676285,NA,COMPLETED,NA,0.369,1e-4,90,0.5,CS,11,1,00:09:25,NA,1
24676313,NA,COMPLETED,NA,0.369,0.001,18,0.5,CS,11,1,00:08:11,NA,1
24676307,NA,COMPLETED,NA,0.369,0.001,12,0.5,CS,11,1,00:07:17,NA,1
24676293,NA,COMPLETED,NA,0.369,1e-4,98,0.5,CS,11,1,00:08:23,NA,1
24676297,NA,COMPLETED,NA,0.369,0.001,2,0.5,CS,11,1,00:10:58,NA,1
24676284,NA,COMPLETED,NA,0.369,1e-4,89,0.5,CS,11,1,00:05:26,NA,1
24676310,NA,COMPLETED,NA,0.369,0.001,15,0.5,CS,11,1,00:07:01,NA,1
24676312,NA,COMPLETED,NA,0.369,0.001,17,0.5,CS,11,1,00:07:01,NA,1
24676308,NA,COMPLETED,NA,0.369,0.001,13,0.5,CS,11,1,00:10:34,NA,1
24676290,NA,COMPLETED,NA,0.369,1e-4,95,0.5,CS,11,1,00:09:07,NA,1
24676283,NA,COMPLETED,NA,0.369,1e-4,88,0.5,CS,11,1,00:08:41,NA,1
24676286,NA,COMPLETED,NA,0.369,1e-4,91,0.5,CS,11,1,00:05:29,NA,1
24676291,NA,COMPLETED,NA,0.369,1e-4,96,0.5,CS,11,1,00:09:35,NA,1
24676311,NA,COMPLETED,NA,0.369,0.001,16,0.5,CS,11,1,00:06:50,NA,1
24676299,NA,COMPLETED,NA,0.369,0.001,4,0.5,CS,11,1,00:08:42,NA,1
24676288,NA,COMPLETED,NA,0.369,1e-4,93,0.5,CS,11,1,00:11:55,NA,1
24676306,NA,COMPLETED,NA,0.369,0.001,11,0.5,CS,11,1,00:05:47,NA,1
24676301,NA,COMPLETED,NA,0.369,0.001,6,0.5,CS,11,1,00:05:54,NA,1
24676305,NA,COMPLETED,NA,0.369,0.001,10,0.5,CS,11,1,00:06:41,NA,1
24676304,NA,COMPLETED,NA,0.369,0.001,9,0.5,CS,11,1,00:09:28,NA,1
24676294,NA,COMPLETED,NA,0.369,1e-4,99,0.5,CS,11,1,00:06:18,NA,1
24676296,NA,COMPLETED,NA,0.369,0.001,1,0.5,CS,11,1,00:06:11,NA,1
24676292,NA,COMPLETED,NA,0.369,1e-4,97,0.5,CS,11,1,00:20:36,NA,1
24676302,NA,COMPLETED,NA,0.369,0.001,7,0.5,CS,11,1,00:07:06,NA,1
24676303,NA,COMPLETED,NA,0.369,0.001,8,0.5,CS,11,1,00:15:55,NA,1
24676300,NA,COMPLETED,NA,0.369,0.001,5,0.5,CS,11,1,00:08:00,NA,1
24676287,NA,COMPLETED,NA,0.369,1e-4,92,0.5,CS,11,1,00:07:20,NA,1
24676295,NA,COMPLETED,NA,0.369,1e-4,100,0.5,CS,11,1,00:08:21,NA,1
24676298,NA,COMPLETED,NA,0.369,0.001,3,0.5,CS,11,1,00:06:01,NA,1
24676522,NA,COMPLETED,NA,0.091,1e-4,54,0.5,CS,11,1,00:21:25,NA,1
24676521,NA,COMPLETED,NA,0.091,1e-4,53,0.5,CS,11,1,00:23:50,NA,1
24676527,NA,COMPLETED,NA,0.091,1e-4,57,0.5,CS,11,1,00:21:36,NA,1
24676507,NA,COMPLETED,NA,0.091,1e-4,45,0.5,CS,11,1,00:25:47,NA,1
24676548,NA,COMPLETED,NA,0.091,1e-4,69,0.5,CS,11,1,00:36:39,NA,1
24676551,NA,COMPLETED,NA,0.091,1e-4,71,0.5,CS,11,1,00:30:31,NA,1
24676545,NA,COMPLETED,NA,0.091,1e-4,67,0.5,CS,11,1,00:32:08,NA,1
24676524,NA,COMPLETED,NA,0.091,1e-4,55,0.5,CS,11,1,00:20:27,NA,1
24676518,NA,COMPLETED,NA,0.091,1e-4,51,0.5,CS,11,1,00:20:00,NA,1
24676526,NA,COMPLETED,NA,0.091,1e-4,56,0.5,CS,11,1,00:25:21,NA,1
24676547,NA,COMPLETED,NA,0.091,1e-4,68,0.5,CS,11,1,00:34:46,NA,1
24676550,NA,COMPLETED,NA,0.091,1e-4,70,0.5,CS,11,1,00:32:18,NA,1
24676554,NA,COMPLETED,NA,0.091,1e-4,73,0.5,CS,11,1,00:16:47,NA,1
24676553,NA,COMPLETED,NA,0.091,1e-4,72,0.5,CS,11,1,00:39:16,NA,1
24676542,NA,COMPLETED,NA,0.091,1e-4,65,0.5,CS,11,1,00:26:32,NA,1
24676538,NA,COMPLETED,NA,0.091,1e-4,63,0.5,CS,11,1,00:28:53,NA,1
24676535,NA,COMPLETED,NA,0.091,1e-4,61,0.5,CS,11,1,00:28:36,NA,1
24676519,NA,COMPLETED,NA,0.091,1e-4,52,0.5,CS,11,1,00:26:20,NA,1
24676514,NA,COMPLETED,NA,0.091,1e-4,49,0.5,CS,11,1,00:23:06,NA,1
24676531,NA,COMPLETED,NA,0.091,1e-4,59,0.5,CS,11,1,00:20:33,NA,1
24676529,NA,COMPLETED,NA,0.091,1e-4,58,0.5,CS,11,1,00:15:32,NA,1
24676506,NA,COMPLETED,NA,0.091,1e-4,44,0.5,CS,11,1,00:29:55,NA,1
24676513,NA,COMPLETED,NA,0.091,1e-4,48,0.5,CS,11,1,00:16:11,NA,1
24676511,NA,COMPLETED,NA,0.091,1e-4,47,0.5,CS,11,1,00:23:14,NA,1
24676504,NA,COMPLETED,NA,0.091,1e-4,43,0.5,CS,11,1,00:23:37,NA,1
24676509,NA,COMPLETED,NA,0.091,1e-4,46,0.5,CS,11,1,00:25:57,NA,1
24676516,NA,COMPLETED,NA,0.091,1e-4,50,0.5,CS,11,1,00:21:46,NA,1
24676533,NA,COMPLETED,NA,0.091,1e-4,60,0.5,CS,11,1,00:13:30,NA,1
24676537,NA,COMPLETED,NA,0.091,1e-4,62,0.5,CS,11,1,00:15:47,NA,1
24676543,NA,COMPLETED,NA,0.091,1e-4,66,0.5,CS,11,1,00:25:28,NA,1
24676540,NA,COMPLETED,NA,0.091,1e-4,64,0.5,CS,11,1,00:36:08,NA,1
24676413,NA,COMPLETED,NA,0.369,0.001,94,0.5,CS,11,1,00:06:07,NA,1
24676404,NA,COMPLETED,NA,0.369,0.001,89,0.5,CS,11,1,00:06:35,NA,1
24676411,NA,COMPLETED,NA,0.369,0.001,93,0.5,CS,11,1,00:07:09,NA,1
24676423,NA,COMPLETED,NA,0.369,0.001,100,0.5,CS,11,1,00:13:09,NA,1
24676429,NA,COMPLETED,NA,0.091,1e-4,4,0.5,CS,11,1,00:28:20,NA,1
24676424,NA,COMPLETED,NA,0.091,1e-4,1,0.5,CS,11,1,00:25:26,NA,1
24676428,NA,COMPLETED,NA,0.091,1e-4,3,0.5,CS,11,1,00:23:56,NA,1
24676402,NA,COMPLETED,NA,0.369,0.001,88,0.5,CS,11,1,00:10:02,NA,1
24676399,NA,COMPLETED,NA,0.369,0.001,86,0.5,CS,11,1,00:05:47,NA,1
24676436,NA,COMPLETED,NA,0.091,1e-4,8,0.5,CS,11,1,00:28:13,NA,1
24676396,NA,COMPLETED,NA,0.369,0.001,84,0.5,CS,11,1,00:12:31,NA,1
24676440,NA,COMPLETED,NA,0.091,1e-4,10,0.5,CS,11,1,00:18:50,NA,1
24676433,NA,COMPLETED,NA,0.091,1e-4,6,0.5,CS,11,1,00:22:21,NA,1
24676442,NA,COMPLETED,NA,0.091,1e-4,11,0.5,CS,11,1,00:34:00,NA,1
24676416,NA,COMPLETED,NA,0.369,0.001,96,0.5,CS,11,1,00:07:26,NA,1
24676409,NA,COMPLETED,NA,0.369,0.001,92,0.5,CS,11,1,00:09:36,NA,1
24676434,NA,COMPLETED,NA,0.091,1e-4,7,0.5,CS,11,1,00:18:08,NA,1
24676431,NA,COMPLETED,NA,0.091,1e-4,5,0.5,CS,11,1,00:26:15,NA,1
24676438,NA,COMPLETED,NA,0.091,1e-4,9,0.5,CS,11,1,00:23:09,NA,1
24676406,NA,COMPLETED,NA,0.369,0.001,90,0.5,CS,11,1,00:09:18,NA,1
