job_id,time_submitted,status,walltime,competition_sd,immigration_rate,replicate,f,params_i,dd_model,runtime,nb_clades
25137451,NA,NA,NA,0.369,1e-4,59,0.5,3,DD,NA,NA
25137452,NA,NA,NA,0.369,1e-4,59,0.5,4,DD,NA,NA
25137453,NA,NA,NA,0.369,1e-4,60,0.5,1,DD,NA,NA
25137454,NA,NA,NA,0.369,1e-4,60,0.5,2,DD,NA,NA
25137455,NA,NA,NA,0.369,1e-4,60,0.5,3,DD,NA,NA
25137456,NA,NA,NA,0.369,1e-4,60,0.5,4,DD,NA,NA
25137457,NA,NA,NA,0.369,1e-4,61,0.5,1,DD,NA,NA
25137463,NA,NA,NA,0.369,1e-4,62,0.5,3,DD,NA,NA
25137462,NA,NA,NA,0.369,1e-4,62,0.5,2,DD,NA,NA
25137465,NA,NA,NA,0.369,1e-4,63,0.5,1,DD,NA,NA
25137464,NA,NA,NA,0.369,1e-4,62,0.5,4,DD,NA,NA
25137466,NA,NA,NA,0.369,1e-4,63,0.5,2,DD,NA,NA
25137458,NA,NA,NA,0.369,1e-4,61,0.5,2,DD,NA,NA
25137459,NA,NA,NA,0.369,1e-4,61,0.5,3,DD,NA,NA
25137461,NA,NA,NA,0.369,1e-4,62,0.5,1,DD,NA,NA
25137460,NA,NA,NA,0.369,1e-4,61,0.5,4,DD,NA,NA
25137467,NA,NA,NA,0.369,1e-4,63,0.5,3,DD,NA,NA
25137468,NA,NA,NA,0.369,1e-4,63,0.5,4,DD,NA,NA
25137469,NA,NA,NA,0.369,1e-4,64,0.5,1,DD,NA,NA
25137471,NA,NA,NA,0.369,1e-4,64,0.5,3,DD,NA,NA
25137473,NA,NA,NA,0.369,1e-4,65,0.5,1,DD,NA,NA
25137470,NA,NA,NA,0.369,1e-4,64,0.5,2,DD,NA,NA
25137472,NA,NA,NA,0.369,1e-4,64,0.5,4,DD,NA,NA
25137474,NA,NA,NA,0.369,1e-4,65,0.5,2,DD,NA,NA
25137476,NA,NA,NA,0.369,1e-4,65,0.5,4,DD,NA,NA
25137475,NA,NA,NA,0.369,1e-4,65,0.5,3,DD,NA,NA
25137477,NA,NA,NA,0.369,1e-4,66,0.5,1,DD,NA,NA
25137478,NA,NA,NA,0.369,1e-4,66,0.5,2,DD,NA,NA
25137481,NA,NA,NA,0.369,1e-4,67,0.5,1,DD,NA,NA
25137480,NA,NA,NA,0.369,1e-4,66,0.5,4,DD,NA,NA
25137479,NA,NA,NA,0.369,1e-4,66,0.5,3,DD,NA,NA
25137482,NA,NA,NA,0.369,1e-4,67,0.5,2,DD,NA,NA
25137484,NA,NA,NA,0.369,1e-4,67,0.5,4,DD,NA,NA
25137483,NA,NA,NA,0.369,1e-4,67,0.5,3,DD,NA,NA
25137485,NA,NA,NA,0.369,1e-4,68,0.5,1,DD,NA,NA
25137489,NA,NA,NA,0.369,1e-4,69,0.5,1,DD,NA,NA
25137486,NA,NA,NA,0.369,1e-4,68,0.5,2,DD,NA,NA
25137487,NA,NA,NA,0.369,1e-4,68,0.5,3,DD,NA,NA
25137488,NA,NA,NA,0.369,1e-4,68,0.5,4,DD,NA,NA
25137499,NA,NA,NA,0.369,1e-4,71,0.5,3,DD,NA,NA
25137501,NA,NA,NA,0.369,1e-4,72,0.5,1,DD,NA,NA
25137500,NA,NA,NA,0.369,1e-4,71,0.5,4,DD,NA,NA
25137490,NA,NA,NA,0.369,1e-4,69,0.5,2,DD,NA,NA
25137491,NA,NA,NA,0.369,1e-4,69,0.5,3,DD,NA,NA
25137493,NA,NA,NA,0.369,1e-4,70,0.5,1,DD,NA,NA
25137492,NA,NA,NA,0.369,1e-4,69,0.5,4,DD,NA,NA
25137497,NA,NA,NA,0.369,1e-4,71,0.5,1,DD,NA,NA
25137494,NA,NA,NA,0.369,1e-4,70,0.5,2,DD,NA,NA
25137498,NA,NA,NA,0.369,1e-4,71,0.5,2,DD,NA,NA
25137496,NA,NA,NA,0.369,1e-4,70,0.5,4,DD,NA,NA
25137495,NA,NA,NA,0.369,1e-4,70,0.5,3,DD,NA,NA
25137502,NA,NA,NA,0.369,1e-4,72,0.5,2,DD,NA,NA
25137505,NA,NA,NA,0.369,1e-4,73,0.5,1,DD,NA,NA
25137504,NA,NA,NA,0.369,1e-4,72,0.5,4,DD,NA,NA
25137503,NA,NA,NA,0.369,1e-4,72,0.5,3,DD,NA,NA
25137506,NA,NA,NA,0.369,1e-4,73,0.5,2,DD,NA,NA
25137508,NA,NA,NA,0.369,1e-4,73,0.5,4,DD,NA,NA
25137509,NA,NA,NA,0.369,1e-4,74,0.5,1,DD,NA,NA
25137511,NA,NA,NA,0.369,1e-4,74,0.5,3,DD,NA,NA
25137510,NA,NA,NA,0.369,1e-4,74,0.5,2,DD,NA,NA
25137507,NA,NA,NA,0.369,1e-4,73,0.5,3,DD,NA,NA
25137513,NA,NA,NA,0.369,1e-4,75,0.5,1,DD,NA,NA
25137514,NA,NA,NA,0.369,1e-4,75,0.5,2,DD,NA,NA
25137512,NA,NA,NA,0.369,1e-4,74,0.5,4,DD,NA,NA
25137515,NA,NA,NA,0.369,1e-4,75,0.5,3,DD,NA,NA
25137516,NA,NA,NA,0.369,1e-4,75,0.5,4,DD,NA,NA
25137517,NA,NA,NA,0.369,1e-4,76,0.5,1,DD,NA,NA
25137518,NA,NA,NA,0.369,1e-4,76,0.5,2,DD,NA,NA
25137521,NA,NA,NA,0.369,1e-4,77,0.5,1,DD,NA,NA
25137519,NA,NA,NA,0.369,1e-4,76,0.5,3,DD,NA,NA
25137520,NA,NA,NA,0.369,1e-4,76,0.5,4,DD,NA,NA
25137522,NA,NA,NA,0.369,1e-4,77,0.5,2,DD,NA,NA
25137523,NA,NA,NA,0.369,1e-4,77,0.5,3,DD,NA,NA
25137524,NA,NA,NA,0.369,1e-4,77,0.5,4,DD,NA,NA
25137526,NA,NA,NA,0.369,1e-4,78,0.5,2,DD,NA,NA
25137525,NA,NA,NA,0.369,1e-4,78,0.5,1,DD,NA,NA
25137527,NA,NA,NA,0.369,1e-4,78,0.5,3,DD,NA,NA
25137528,NA,NA,NA,0.369,1e-4,78,0.5,4,DD,NA,NA
25137529,NA,NA,NA,0.369,1e-4,79,0.5,1,DD,NA,NA
25137531,NA,NA,NA,0.369,1e-4,79,0.5,3,DD,NA,NA
25137530,NA,NA,NA,0.369,1e-4,79,0.5,2,DD,NA,NA
25137532,NA,NA,NA,0.369,1e-4,79,0.5,4,DD,NA,NA
25137534,NA,NA,NA,0.369,1e-4,80,0.5,2,DD,NA,NA
25137533,NA,NA,NA,0.369,1e-4,80,0.5,1,DD,NA,NA
25137535,NA,NA,NA,0.369,1e-4,80,0.5,3,DD,NA,NA
25137536,NA,NA,NA,0.369,1e-4,80,0.5,4,DD,NA,NA
25137537,NA,NA,NA,0.369,1e-4,81,0.5,1,DD,NA,NA
25137538,NA,NA,NA,0.369,1e-4,81,0.5,2,DD,NA,NA
25137540,NA,NA,NA,0.369,1e-4,81,0.5,4,DD,NA,NA
25137539,NA,NA,NA,0.369,1e-4,81,0.5,3,DD,NA,NA
25137541,NA,NA,NA,0.369,1e-4,82,0.5,1,DD,NA,NA
25137542,NA,NA,NA,0.369,1e-4,82,0.5,2,DD,NA,NA
25137544,NA,NA,NA,0.369,1e-4,82,0.5,4,DD,NA,NA
25137543,NA,NA,NA,0.369,1e-4,82,0.5,3,DD,NA,NA
25137550,NA,NA,NA,0.369,1e-4,84,0.5,2,DD,NA,NA
25137547,NA,NA,NA,0.369,1e-4,83,0.5,3,DD,NA,NA
25137546,NA,NA,NA,0.369,1e-4,83,0.5,2,DD,NA,NA
25137548,NA,NA,NA,0.369,1e-4,83,0.5,4,DD,NA,NA
25137545,NA,NA,NA,0.369,1e-4,83,0.5,1,DD,NA,NA
25137549,NA,NA,NA,0.369,1e-4,84,0.5,1,DD,NA,NA
25137551,NA,NA,NA,0.369,1e-4,84,0.5,3,DD,NA,NA
25137552,NA,NA,NA,0.369,1e-4,84,0.5,4,DD,NA,NA
25137555,NA,NA,NA,0.369,1e-4,85,0.5,3,DD,NA,NA
25137554,NA,NA,NA,0.369,1e-4,85,0.5,2,DD,NA,NA
25137553,NA,NA,NA,0.369,1e-4,85,0.5,1,DD,NA,NA
25137557,NA,NA,NA,0.369,1e-4,86,0.5,1,DD,NA,NA
25137556,NA,NA,NA,0.369,1e-4,85,0.5,4,DD,NA,NA
25137558,NA,NA,NA,0.369,1e-4,86,0.5,2,DD,NA,NA
25137559,NA,NA,NA,0.369,1e-4,86,0.5,3,DD,NA,NA
25137560,NA,NA,NA,0.369,1e-4,86,0.5,4,DD,NA,NA
25137561,NA,NA,NA,0.369,1e-4,87,0.5,1,DD,NA,NA
25137562,NA,NA,NA,0.369,1e-4,87,0.5,2,DD,NA,NA
25137564,NA,NA,NA,0.369,1e-4,87,0.5,4,DD,NA,NA
25137563,NA,NA,NA,0.369,1e-4,87,0.5,3,DD,NA,NA
25137565,NA,NA,NA,0.369,1e-4,88,0.5,1,DD,NA,NA
25137566,NA,NA,NA,0.369,1e-4,88,0.5,2,DD,NA,NA
25137572,NA,NA,NA,0.369,1e-4,89,0.5,4,DD,NA,NA
25137567,NA,NA,NA,0.369,1e-4,88,0.5,3,DD,NA,NA
25137574,NA,NA,NA,0.369,1e-4,90,0.5,2,DD,NA,NA
25137568,NA,NA,NA,0.369,1e-4,88,0.5,4,DD,NA,NA
25137576,NA,NA,NA,0.369,1e-4,90,0.5,4,DD,NA,NA
25137575,NA,NA,NA,0.369,1e-4,90,0.5,3,DD,NA,NA
25137573,NA,NA,NA,0.369,1e-4,90,0.5,1,DD,NA,NA
25137577,NA,NA,NA,0.369,1e-4,91,0.5,1,DD,NA,NA
25137569,NA,NA,NA,0.369,1e-4,89,0.5,1,DD,NA,NA
25137571,NA,NA,NA,0.369,1e-4,89,0.5,3,DD,NA,NA
25137570,NA,NA,NA,0.369,1e-4,89,0.5,2,DD,NA,NA
25137578,NA,NA,NA,0.369,1e-4,91,0.5,2,DD,NA,NA
25137580,NA,NA,NA,0.369,1e-4,91,0.5,4,DD,NA,NA
25137579,NA,NA,NA,0.369,1e-4,91,0.5,3,DD,NA,NA
25137586,NA,NA,NA,0.369,1e-4,93,0.5,2,DD,NA,NA
25137587,NA,NA,NA,0.369,1e-4,93,0.5,3,DD,NA,NA
25137581,NA,NA,NA,0.369,1e-4,92,0.5,1,DD,NA,NA
25137588,NA,NA,NA,0.369,1e-4,93,0.5,4,DD,NA,NA
25137589,NA,NA,NA,0.369,1e-4,94,0.5,1,DD,NA,NA
25137590,NA,NA,NA,0.369,1e-4,94,0.5,2,DD,NA,NA
25137582,NA,NA,NA,0.369,1e-4,92,0.5,2,DD,NA,NA
25137591,NA,NA,NA,0.369,1e-4,94,0.5,3,DD,NA,NA
25137583,NA,NA,NA,0.369,1e-4,92,0.5,3,DD,NA,NA
25137584,NA,NA,NA,0.369,1e-4,92,0.5,4,DD,NA,NA
25137585,NA,NA,NA,0.369,1e-4,93,0.5,1,DD,NA,NA
25137594,NA,NA,NA,0.369,1e-4,95,0.5,2,DD,NA,NA
25137592,NA,NA,NA,0.369,1e-4,94,0.5,4,DD,NA,NA
25137593,NA,NA,NA,0.369,1e-4,95,0.5,1,DD,NA,NA
25137595,NA,NA,NA,0.369,1e-4,95,0.5,3,DD,NA,NA
25137596,NA,NA,NA,0.369,1e-4,95,0.5,4,DD,NA,NA
25137598,NA,NA,NA,0.369,1e-4,96,0.5,2,DD,NA,NA
25137599,NA,NA,NA,0.369,1e-4,96,0.5,3,DD,NA,NA
25137597,NA,NA,NA,0.369,1e-4,96,0.5,1,DD,NA,NA
25137601,NA,NA,NA,0.369,1e-4,96,0.5,4,DD,NA,NA
25137602,NA,NA,NA,0.369,1e-4,97,0.5,1,DD,NA,NA
25137603,NA,NA,NA,0.369,1e-4,97,0.5,2,DD,NA,NA
25137604,NA,NA,NA,0.369,1e-4,97,0.5,3,DD,NA,NA
25137605,NA,NA,NA,0.369,1e-4,97,0.5,4,DD,NA,NA
25137606,NA,NA,NA,0.369,1e-4,98,0.5,1,DD,NA,NA
25137608,NA,NA,NA,0.369,1e-4,98,0.5,3,DD,NA,NA
25137607,NA,NA,NA,0.369,1e-4,98,0.5,2,DD,NA,NA
25137610,NA,NA,NA,0.369,1e-4,99,0.5,1,DD,NA,NA
25137609,NA,NA,NA,0.369,1e-4,98,0.5,4,DD,NA,NA
25137611,NA,NA,NA,0.369,1e-4,99,0.5,2,DD,NA,NA
25137614,NA,NA,NA,0.369,1e-4,100,0.5,1,DD,NA,NA
25137613,NA,NA,NA,0.369,1e-4,99,0.5,4,DD,NA,NA
25137612,NA,NA,NA,0.369,1e-4,99,0.5,3,DD,NA,NA
25137615,NA,NA,NA,0.369,1e-4,100,0.5,2,DD,NA,NA
25137616,NA,NA,NA,0.369,1e-4,100,0.5,3,DD,NA,NA
25137663,NA,NA,NA,0.369,0.001,5,0.5,1,DD,NA,NA
25137662,NA,NA,NA,0.369,0.001,4,0.5,4,DD,NA,NA
25137658,NA,NA,NA,0.369,0.001,3,0.5,4,DD,NA,NA
25137661,NA,NA,NA,0.369,0.001,4,0.5,3,DD,NA,NA
25137656,NA,NA,NA,0.369,0.001,3,0.5,2,DD,NA,NA
25137659,NA,NA,NA,0.369,0.001,4,0.5,1,DD,NA,NA
25137657,NA,NA,NA,0.369,0.001,3,0.5,3,DD,NA,NA
25137653,NA,NA,NA,0.369,0.001,2,0.5,3,DD,NA,NA
25137652,NA,NA,NA,0.369,0.001,2,0.5,2,DD,NA,NA
25137655,NA,NA,NA,0.369,0.001,3,0.5,1,DD,NA,NA
25137651,NA,NA,NA,0.369,0.001,2,0.5,1,DD,NA,NA
25137665,NA,NA,NA,0.369,0.001,5,0.5,3,DD,NA,NA
25137654,NA,NA,NA,0.369,0.001,2,0.5,4,DD,NA,NA
25137648,NA,NA,NA,0.369,0.001,1,0.5,2,DD,NA,NA
25137660,NA,NA,NA,0.369,0.001,4,0.5,2,DD,NA,NA
25137647,NA,NA,NA,0.369,0.001,1,0.5,1,DD,NA,NA
25137664,NA,NA,NA,0.369,0.001,5,0.5,2,DD,NA,NA
25137650,NA,NA,NA,0.369,0.001,1,0.5,4,DD,NA,NA
25137617,NA,NA,NA,0.369,1e-4,100,0.5,4,DD,NA,NA
25137649,NA,NA,NA,0.369,0.001,1,0.5,3,DD,NA,NA
25137666,NA,NA,NA,0.369,0.001,5,0.5,4,DD,NA,NA
25137669,NA,NA,NA,0.369,0.001,6,0.5,3,DD,NA,NA
25137670,NA,NA,NA,0.369,0.001,6,0.5,4,DD,NA,NA
25137667,NA,NA,NA,0.369,0.001,6,0.5,1,DD,NA,NA
25137671,NA,NA,NA,0.369,0.001,7,0.5,1,DD,NA,NA
25137668,NA,NA,NA,0.369,0.001,6,0.5,2,DD,NA,NA
25137675,NA,NA,NA,0.369,0.001,8,0.5,1,DD,NA,NA
25137672,NA,NA,NA,0.369,0.001,7,0.5,2,DD,NA,NA
25137673,NA,NA,NA,0.369,0.001,7,0.5,3,DD,NA,NA
25137674,NA,NA,NA,0.369,0.001,7,0.5,4,DD,NA,NA
25137676,NA,NA,NA,0.369,0.001,8,0.5,2,DD,NA,NA
25137683,NA,NA,NA,0.369,0.001,10,0.5,1,DD,NA,NA
25137684,NA,NA,NA,0.369,0.001,10,0.5,2,DD,NA,NA
25137682,NA,NA,NA,0.369,0.001,9,0.5,4,DD,NA,NA
25137677,NA,NA,NA,0.369,0.001,8,0.5,3,DD,NA,NA
25137678,NA,NA,NA,0.369,0.001,8,0.5,4,DD,NA,NA
25137679,NA,NA,NA,0.369,0.001,9,0.5,1,DD,NA,NA
25137681,NA,NA,NA,0.369,0.001,9,0.5,3,DD,NA,NA
25137680,NA,NA,NA,0.369,0.001,9,0.5,2,DD,NA,NA
25137689,NA,NA,NA,0.369,0.001,11,0.5,3,DD,NA,NA
25137685,NA,NA,NA,0.369,0.001,10,0.5,3,DD,NA,NA
25137686,NA,NA,NA,0.369,0.001,10,0.5,4,DD,NA,NA
25137688,NA,NA,NA,0.369,0.001,11,0.5,2,DD,NA,NA
25137687,NA,NA,NA,0.369,0.001,11,0.5,1,DD,NA,NA
25137690,NA,NA,NA,0.369,0.001,11,0.5,4,DD,NA,NA
25137691,NA,NA,NA,0.369,0.001,12,0.5,1,DD,NA,NA
25137692,NA,NA,NA,0.369,0.001,12,0.5,2,DD,NA,NA
25137693,NA,NA,NA,0.369,0.001,12,0.5,3,DD,NA,NA
25137694,NA,NA,NA,0.369,0.001,12,0.5,4,DD,NA,NA
25137695,NA,NA,NA,0.369,0.001,13,0.5,1,DD,NA,NA
25137704,NA,NA,NA,0.369,0.001,15,0.5,2,DD,NA,NA
25137696,NA,NA,NA,0.369,0.001,13,0.5,2,DD,NA,NA
25137697,NA,NA,NA,0.369,0.001,13,0.5,3,DD,NA,NA
25137699,NA,NA,NA,0.369,0.001,14,0.5,1,DD,NA,NA
25137698,NA,NA,NA,0.369,0.001,13,0.5,4,DD,NA,NA
25137700,NA,NA,NA,0.369,0.001,14,0.5,2,DD,NA,NA
25137702,NA,NA,NA,0.369,0.001,14,0.5,4,DD,NA,NA
25137701,NA,NA,NA,0.369,0.001,14,0.5,3,DD,NA,NA
25137703,NA,NA,NA,0.369,0.001,15,0.5,1,DD,NA,NA
25137705,NA,NA,NA,0.369,0.001,15,0.5,3,DD,NA,NA
25137707,NA,NA,NA,0.369,0.001,16,0.5,1,DD,NA,NA
25137708,NA,NA,NA,0.369,0.001,16,0.5,2,DD,NA,NA
25137706,NA,NA,NA,0.369,0.001,15,0.5,4,DD,NA,NA
25137709,NA,NA,NA,0.369,0.001,16,0.5,3,DD,NA,NA
25137710,NA,NA,NA,0.369,0.001,16,0.5,4,DD,NA,NA
25137711,NA,NA,NA,0.369,0.001,17,0.5,1,DD,NA,NA
25137713,NA,NA,NA,0.369,0.001,17,0.5,3,DD,NA,NA
25137712,NA,NA,NA,0.369,0.001,17,0.5,2,DD,NA,NA
25137714,NA,NA,NA,0.369,0.001,17,0.5,4,DD,NA,NA
25137715,NA,NA,NA,0.369,0.001,18,0.5,1,DD,NA,NA
25137716,NA,NA,NA,0.369,0.001,18,0.5,2,DD,NA,NA
25137717,NA,NA,NA,0.369,0.001,18,0.5,3,DD,NA,NA
25137718,NA,NA,NA,0.369,0.001,18,0.5,4,DD,NA,NA
25137719,NA,NA,NA,0.369,0.001,19,0.5,1,DD,NA,NA
25137721,NA,NA,NA,0.369,0.001,19,0.5,3,DD,NA,NA
25137720,NA,NA,NA,0.369,0.001,19,0.5,2,DD,NA,NA
25137725,NA,NA,NA,0.369,0.001,20,0.5,3,DD,NA,NA
25137723,NA,NA,NA,0.369,0.001,20,0.5,1,DD,NA,NA
25137722,NA,NA,NA,0.369,0.001,19,0.5,4,DD,NA,NA
25137730,NA,NA,NA,0.369,0.001,21,0.5,4,DD,NA,NA
25137724,NA,NA,NA,0.369,0.001,20,0.5,2,DD,NA,NA
25137727,NA,NA,NA,0.369,0.001,21,0.5,1,DD,NA,NA
25137728,NA,NA,NA,0.369,0.001,21,0.5,2,DD,NA,NA
25137729,NA,NA,NA,0.369,0.001,21,0.5,3,DD,NA,NA
25137726,NA,NA,NA,0.369,0.001,20,0.5,4,DD,NA,NA
25137732,NA,NA,NA,0.369,0.001,22,0.5,2,DD,NA,NA
25137731,NA,NA,NA,0.369,0.001,22,0.5,1,DD,NA,NA
25137734,NA,NA,NA,0.369,0.001,22,0.5,4,DD,NA,NA
25137735,NA,NA,NA,0.369,0.001,23,0.5,1,DD,NA,NA
25137733,NA,NA,NA,0.369,0.001,22,0.5,3,DD,NA,NA
25137736,NA,NA,NA,0.369,0.001,23,0.5,2,DD,NA,NA
25137737,NA,NA,NA,0.369,0.001,23,0.5,3,DD,NA,NA
25137738,NA,NA,NA,0.369,0.001,23,0.5,4,DD,NA,NA
25137739,NA,NA,NA,0.369,0.001,24,0.5,1,DD,NA,NA
25137741,NA,NA,NA,0.369,0.001,24,0.5,3,DD,NA,NA
25137740,NA,NA,NA,0.369,0.001,24,0.5,2,DD,NA,NA
25137742,NA,NA,NA,0.369,0.001,24,0.5,4,DD,NA,NA
25137743,NA,NA,NA,0.369,0.001,25,0.5,1,DD,NA,NA
25137747,NA,NA,NA,0.369,0.001,26,0.5,1,DD,NA,NA
25137746,NA,NA,NA,0.369,0.001,25,0.5,4,DD,NA,NA
25137748,NA,NA,NA,0.369,0.001,26,0.5,2,DD,NA,NA
25137744,NA,NA,NA,0.369,0.001,25,0.5,2,DD,NA,NA
25137745,NA,NA,NA,0.369,0.001,25,0.5,3,DD,NA,NA
25137749,NA,NA,NA,0.369,0.001,26,0.5,3,DD,NA,NA
25137750,NA,NA,NA,0.369,0.001,26,0.5,4,DD,NA,NA
25137751,NA,NA,NA,0.369,0.001,27,0.5,1,DD,NA,NA
25137752,NA,NA,NA,0.369,0.001,27,0.5,2,DD,NA,NA
25137754,NA,NA,NA,0.369,0.001,27,0.5,4,DD,NA,NA
25137753,NA,NA,NA,0.369,0.001,27,0.5,3,DD,NA,NA
25137755,NA,NA,NA,0.369,0.001,28,0.5,1,DD,NA,NA
25137756,NA,NA,NA,0.369,0.001,28,0.5,2,DD,NA,NA
25137757,NA,NA,NA,0.369,0.001,28,0.5,3,DD,NA,NA
25137760,NA,NA,NA,0.369,0.001,29,0.5,2,DD,NA,NA
25137759,NA,NA,NA,0.369,0.001,29,0.5,1,DD,NA,NA
25137761,NA,NA,NA,0.369,0.001,29,0.5,3,DD,NA,NA
25137758,NA,NA,NA,0.369,0.001,28,0.5,4,DD,NA,NA
25137762,NA,NA,NA,0.369,0.001,29,0.5,4,DD,NA,NA
25137763,NA,NA,NA,0.369,0.001,30,0.5,1,DD,NA,NA
25137764,NA,NA,NA,0.369,0.001,30,0.5,2,DD,NA,NA
25137766,NA,NA,NA,0.369,0.001,30,0.5,3,DD,NA,NA
25137784,NA,NA,NA,0.369,0.001,35,0.5,1,DD,NA,NA
25137783,NA,NA,NA,0.369,0.001,34,0.5,4,DD,NA,NA
25137768,NA,NA,NA,0.369,0.001,31,0.5,1,DD,NA,NA
25137767,NA,NA,NA,0.369,0.001,30,0.5,4,DD,NA,NA
25137773,NA,NA,NA,0.369,0.001,32,0.5,2,DD,NA,NA
25137769,NA,NA,NA,0.369,0.001,31,0.5,2,DD,NA,NA
25137770,NA,NA,NA,0.369,0.001,31,0.5,3,DD,NA,NA
25137775,NA,NA,NA,0.369,0.001,32,0.5,4,DD,NA,NA
25137771,NA,NA,NA,0.369,0.001,31,0.5,4,DD,NA,NA
25137774,NA,NA,NA,0.369,0.001,32,0.5,3,DD,NA,NA
25137772,NA,NA,NA,0.369,0.001,32,0.5,1,DD,NA,NA
25137777,NA,NA,NA,0.369,0.001,33,0.5,2,DD,NA,NA
25137781,NA,NA,NA,0.369,0.001,34,0.5,2,DD,NA,NA
25137780,NA,NA,NA,0.369,0.001,34,0.5,1,DD,NA,NA
25137778,NA,NA,NA,0.369,0.001,33,0.5,3,DD,NA,NA
25137776,NA,NA,NA,0.369,0.001,33,0.5,1,DD,NA,NA
25137779,NA,NA,NA,0.369,0.001,33,0.5,4,DD,NA,NA
25137782,NA,NA,NA,0.369,0.001,34,0.5,3,DD,NA,NA
25137786,NA,NA,NA,0.369,0.001,35,0.5,3,DD,NA,NA
25137785,NA,NA,NA,0.369,0.001,35,0.5,2,DD,NA,NA
25137787,NA,NA,NA,0.369,0.001,35,0.5,4,DD,NA,NA
25137788,NA,NA,NA,0.369,0.001,36,0.5,1,DD,NA,NA
25137802,NA,NA,NA,0.369,0.001,39,0.5,3,DD,NA,NA
25137800,NA,NA,NA,0.369,0.001,39,0.5,1,DD,NA,NA
25137801,NA,NA,NA,0.369,0.001,39,0.5,2,DD,NA,NA
25137791,NA,NA,NA,0.369,0.001,36,0.5,4,DD,NA,NA
25137790,NA,NA,NA,0.369,0.001,36,0.5,3,DD,NA,NA
25137792,NA,NA,NA,0.369,0.001,37,0.5,1,DD,NA,NA
25137789,NA,NA,NA,0.369,0.001,36,0.5,2,DD,NA,NA
25137793,NA,NA,NA,0.369,0.001,37,0.5,2,DD,NA,NA
25137796,NA,NA,NA,0.369,0.001,38,0.5,1,DD,NA,NA
25137795,NA,NA,NA,0.369,0.001,37,0.5,4,DD,NA,NA
25137798,NA,NA,NA,0.369,0.001,38,0.5,3,DD,NA,NA
25137797,NA,NA,NA,0.369,0.001,38,0.5,2,DD,NA,NA
25137794,NA,NA,NA,0.369,0.001,37,0.5,3,DD,NA,NA
25137799,NA,NA,NA,0.369,0.001,38,0.5,4,DD,NA,NA
25137803,NA,NA,NA,0.369,0.001,39,0.5,4,DD,NA,NA
25137804,NA,NA,NA,0.369,0.001,40,0.5,1,DD,NA,NA
25137805,NA,NA,NA,0.369,0.001,40,0.5,2,DD,NA,NA
25137806,NA,NA,NA,0.369,0.001,40,0.5,3,DD,NA,NA
25137809,NA,NA,NA,0.369,0.001,41,0.5,2,DD,NA,NA
25137826,NA,NA,NA,0.369,0.001,45,0.5,3,DD,NA,NA
25137807,NA,NA,NA,0.369,0.001,40,0.5,4,DD,NA,NA
25137825,NA,NA,NA,0.369,0.001,45,0.5,2,DD,NA,NA
25137824,NA,NA,NA,0.369,0.001,45,0.5,1,DD,NA,NA
25137808,NA,NA,NA,0.369,0.001,41,0.5,1,DD,NA,NA
25137827,NA,NA,NA,0.369,0.001,45,0.5,4,DD,NA,NA
25137821,NA,NA,NA,0.369,0.001,44,0.5,2,DD,NA,NA
25137822,NA,NA,NA,0.369,0.001,44,0.5,3,DD,NA,NA
25137820,NA,NA,NA,0.369,0.001,44,0.5,1,DD,NA,NA
25137819,NA,NA,NA,0.369,0.001,43,0.5,4,DD,NA,NA
25137818,NA,NA,NA,0.369,0.001,43,0.5,3,DD,NA,NA
25137823,NA,NA,NA,0.369,0.001,44,0.5,4,DD,NA,NA
25137816,NA,NA,NA,0.369,0.001,43,0.5,1,DD,NA,NA
25137817,NA,NA,NA,0.369,0.001,43,0.5,2,DD,NA,NA
25137815,NA,NA,NA,0.369,0.001,42,0.5,4,DD,NA,NA
25137813,NA,NA,NA,0.369,0.001,42,0.5,2,DD,NA,NA
25137812,NA,NA,NA,0.369,0.001,42,0.5,1,DD,NA,NA
25137810,NA,NA,NA,0.369,0.001,41,0.5,3,DD,NA,NA
25137811,NA,NA,NA,0.369,0.001,41,0.5,4,DD,NA,NA
25137814,NA,NA,NA,0.369,0.001,42,0.5,3,DD,NA,NA
25137828,NA,NA,NA,0.369,0.001,46,0.5,1,DD,NA,NA
25137829,NA,NA,NA,0.369,0.001,46,0.5,2,DD,NA,NA
25137830,NA,NA,NA,0.369,0.001,46,0.5,3,DD,NA,NA
25137833,NA,NA,NA,0.369,0.001,47,0.5,2,DD,NA,NA
25137832,NA,NA,NA,0.369,0.001,47,0.5,1,DD,NA,NA
25137831,NA,NA,NA,0.369,0.001,46,0.5,4,DD,NA,NA
25137834,NA,NA,NA,0.369,0.001,47,0.5,3,DD,NA,NA
25137836,NA,NA,NA,0.369,0.001,48,0.5,1,DD,NA,NA
25137835,NA,NA,NA,0.369,0.001,47,0.5,4,DD,NA,NA
25137837,NA,NA,NA,0.369,0.001,48,0.5,2,DD,NA,NA
25137839,NA,NA,NA,0.369,0.001,48,0.5,4,DD,NA,NA
25137838,NA,NA,NA,0.369,0.001,48,0.5,3,DD,NA,NA
25137840,NA,NA,NA,0.369,0.001,49,0.5,1,DD,NA,NA
25137841,NA,NA,NA,0.369,0.001,49,0.5,2,DD,NA,NA
25137842,NA,NA,NA,0.369,0.001,49,0.5,3,DD,NA,NA
25137843,NA,NA,NA,0.369,0.001,49,0.5,4,DD,NA,NA
