job_id,time_submitted,status,walltime,competition_sd,immigration_rate,replicate,f,params_i,dd_model,runtime,nb_clades
25111751,NA,NA,NA,0.369,0,75,1,4,DD,NA,NA
25111742,NA,NA,NA,0.369,0,73,1,3,DD,NA,NA
25111743,NA,NA,NA,0.369,0,73,1,4,DD,NA,NA
25111754,NA,NA,NA,0.369,0,76,1,3,DD,NA,NA
25111771,NA,NA,NA,0.369,0,80,1,4,DD,NA,NA
25111763,NA,NA,NA,0.369,0,78,1,4,DD,NA,NA
25111762,NA,NA,NA,0.369,0,78,1,3,DD,NA,NA
25111761,NA,NA,NA,0.369,0,78,1,2,DD,NA,NA
25111766,NA,NA,NA,0.369,0,79,1,3,DD,NA,NA
25111765,NA,NA,NA,0.369,0,79,1,2,DD,NA,NA
25111764,NA,NA,NA,0.369,0,79,1,1,DD,NA,NA
25111770,NA,NA,NA,0.369,0,80,1,3,DD,NA,NA
25111767,NA,NA,NA,0.369,0,79,1,4,DD,NA,NA
25111768,NA,NA,NA,0.369,0,80,1,1,DD,NA,NA
25111769,NA,NA,NA,0.369,0,80,1,2,DD,NA,NA
25111772,NA,NA,NA,0.369,0,81,1,1,DD,NA,NA
25111773,NA,NA,NA,0.369,0,81,1,2,DD,NA,NA
25111774,NA,NA,NA,0.369,0,81,1,3,DD,NA,NA
25111776,NA,NA,NA,0.369,0,81,1,4,DD,NA,NA
25111778,NA,NA,NA,0.369,0,82,1,2,DD,NA,NA
25111777,NA,NA,NA,0.369,0,82,1,1,DD,NA,NA
25111780,NA,NA,NA,0.369,0,82,1,4,DD,NA,NA
25111779,NA,NA,NA,0.369,0,82,1,3,DD,NA,NA
25111781,NA,NA,NA,0.369,0,83,1,1,DD,NA,NA
25111783,NA,NA,NA,0.369,0,83,1,3,DD,NA,NA
25111782,NA,NA,NA,0.369,0,83,1,2,DD,NA,NA
25111784,NA,NA,NA,0.369,0,83,1,4,DD,NA,NA
25111786,NA,NA,NA,0.369,0,84,1,2,DD,NA,NA
25111785,NA,NA,NA,0.369,0,84,1,1,DD,NA,NA
25111788,NA,NA,NA,0.369,0,84,1,4,DD,NA,NA
25111787,NA,NA,NA,0.369,0,84,1,3,DD,NA,NA
25111789,NA,NA,NA,0.369,0,85,1,1,DD,NA,NA
25111790,NA,NA,NA,0.369,0,85,1,2,DD,NA,NA
25111791,NA,NA,NA,0.369,0,85,1,3,DD,NA,NA
25111792,NA,NA,NA,0.369,0,85,1,4,DD,NA,NA
25111793,NA,NA,NA,0.369,0,86,1,1,DD,NA,NA
25111794,NA,NA,NA,0.369,0,86,1,2,DD,NA,NA
25111796,NA,NA,NA,0.369,0,86,1,4,DD,NA,NA
25111795,NA,NA,NA,0.369,0,86,1,3,DD,NA,NA
25111798,NA,NA,NA,0.369,0,87,1,2,DD,NA,NA
25111797,NA,NA,NA,0.369,0,87,1,1,DD,NA,NA
25111799,NA,NA,NA,0.369,0,87,1,3,DD,NA,NA
25111800,NA,NA,NA,0.369,0,87,1,4,DD,NA,NA
25111801,NA,NA,NA,0.369,0,88,1,1,DD,NA,NA
25111802,NA,NA,NA,0.369,0,88,1,2,DD,NA,NA
25111803,NA,NA,NA,0.369,0,88,1,3,DD,NA,NA
25111804,NA,NA,NA,0.369,0,88,1,4,DD,NA,NA
25111806,NA,NA,NA,0.369,0,89,1,2,DD,NA,NA
25111805,NA,NA,NA,0.369,0,89,1,1,DD,NA,NA
25111807,NA,NA,NA,0.369,0,89,1,3,DD,NA,NA
25111808,NA,NA,NA,0.369,0,89,1,4,DD,NA,NA
25111809,NA,NA,NA,0.369,0,90,1,1,DD,NA,NA
25111810,NA,NA,NA,0.369,0,90,1,2,DD,NA,NA
25111826,NA,NA,NA,0.369,0,94,1,2,DD,NA,NA
25111827,NA,NA,NA,0.369,0,94,1,3,DD,NA,NA
25111842,NA,NA,NA,0.369,0,98,1,2,DD,NA,NA
25111841,NA,NA,NA,0.369,0,98,1,1,DD,NA,NA
25111836,NA,NA,NA,0.369,0,96,1,4,DD,NA,NA
25111835,NA,NA,NA,0.369,0,96,1,3,DD,NA,NA
25111812,NA,NA,NA,0.369,0,90,1,4,DD,NA,NA
25111811,NA,NA,NA,0.369,0,90,1,3,DD,NA,NA
25111814,NA,NA,NA,0.369,0,91,1,2,DD,NA,NA
25111834,NA,NA,NA,0.369,0,96,1,2,DD,NA,NA
25111813,NA,NA,NA,0.369,0,91,1,1,DD,NA,NA
25111818,NA,NA,NA,0.369,0,92,1,2,DD,NA,NA
25111837,NA,NA,NA,0.369,0,97,1,1,DD,NA,NA
25111815,NA,NA,NA,0.369,0,91,1,3,DD,NA,NA
25111817,NA,NA,NA,0.369,0,92,1,1,DD,NA,NA
25111816,NA,NA,NA,0.369,0,91,1,4,DD,NA,NA
25111828,NA,NA,NA,0.369,0,94,1,4,DD,NA,NA
25111821,NA,NA,NA,0.369,0,93,1,1,DD,NA,NA
25111822,NA,NA,NA,0.369,0,93,1,2,DD,NA,NA
25111820,NA,NA,NA,0.369,0,92,1,4,DD,NA,NA
25111838,NA,NA,NA,0.369,0,97,1,2,DD,NA,NA
25111829,NA,NA,NA,0.369,0,95,1,1,DD,NA,NA
25111823,NA,NA,NA,0.369,0,93,1,3,DD,NA,NA
25111839,NA,NA,NA,0.369,0,97,1,3,DD,NA,NA
25111830,NA,NA,NA,0.369,0,95,1,2,DD,NA,NA
25111825,NA,NA,NA,0.369,0,94,1,1,DD,NA,NA
25111840,NA,NA,NA,0.369,0,97,1,4,DD,NA,NA
25111831,NA,NA,NA,0.369,0,95,1,3,DD,NA,NA
25111832,NA,NA,NA,0.369,0,95,1,4,DD,NA,NA
25111819,NA,NA,NA,0.369,0,92,1,3,DD,NA,NA
25111833,NA,NA,NA,0.369,0,96,1,1,DD,NA,NA
25111845,NA,NA,NA,0.369,0,99,1,1,DD,NA,NA
25111846,NA,NA,NA,0.369,0,99,1,2,DD,NA,NA
25111848,NA,NA,NA,0.369,0,99,1,4,DD,NA,NA
25111847,NA,NA,NA,0.369,0,99,1,3,DD,NA,NA
25111824,NA,NA,NA,0.369,0,93,1,4,DD,NA,NA
25111843,NA,NA,NA,0.369,0,98,1,3,DD,NA,NA
25111844,NA,NA,NA,0.369,0,98,1,4,DD,NA,NA
25111861,NA,NA,NA,0.369,1e-4,3,1,1,DD,NA,NA
25111849,NA,NA,NA,0.369,0,100,1,1,DD,NA,NA
25111860,NA,NA,NA,0.369,1e-4,2,1,4,DD,NA,NA
25111850,NA,NA,NA,0.369,0,100,1,2,DD,NA,NA
25111851,NA,NA,NA,0.369,0,100,1,3,DD,NA,NA
